39.22 , 0.00 , -1.56 , 0.78 , 44.00 , 864.75 , 3.00 , 5.00 , 42.00 , 16.86 , 0.00 , 597.00 , 40.78 , 140.00 , 1271.00 , 100.00 , 428.00 , 301.10 , 13.28 , 0.00 , 0.00 , 16.08 , 31.76 , 16.86 , 0.00 , 3953.00
50.98 , 0.00 , -1.56 , -2.34 , 44.00 , 864.75 , 3.00 , 5.00 , 42.00 , 16.86 , 0.00 , 597.00 , 40.78 , 140.00 , 1271.00 , 100.00 , 428.00 , 301.10 , 13.28 , 0.00 , 0.00 , 16.08 , 31.76 , 16.86 , 0.00 , 3953.00
50.98 , 0.00 , -1.56 , -2.34 , 47.00 , 719.50 , 3.00 , -16.00 , 42.00 , 18.04 , 0.00 , 599.00 , 40.78 , 140.00 , 1271.00 , 100.00 , 428.00 , 301.10 , 13.28 , 0.00 , 0.00 , 16.08 , 31.76 , 16.86 , 0.00 , 3953.00
50.98 , 0.00 , -1.56 , -2.34 , 47.00 , 719.50 , 3.00 , -16.00 , 42.00 , 18.04 , 0.00 , 599.00 , 39.61 , 140.00 , 1271.00 , 100.00 , 428.00 , 301.10 , 13.28 , 0.00 , 0.00 , 16.08 , 31.76 , 16.86 , 0.00 , 3953.00
50.98 , 0.00 , -1.56 , -2.34 , 47.00 , 719.50 , 3.00 , -16.00 , 42.00 , 18.04 , 0.00 , 599.00 , 39.61 , 140.00 , 1271.00 , 100.00 , 428.10 , 301.10 , 13.55 , 0.00 , 0.00 , 16.08 , 31.76 , 16.86 , 0.00 , 3954.00
32.55 , 0.00 , -1.56 , 0.78 , 47.00 , 719.50 , 3.00 , -16.00 , 42.00 , 18.04 , 0.00 , 599.00 , 39.61 , 140.00 , 1271.00 , 100.00 , 428.10 , 301.10 , 13.55 , 0.00 , 0.00 , 16.08 , 31.76 , 16.86 , 0.00 , 3954.00
32.55 , 0.00 , -1.56 , 0.78 , 31.00 , 748.25 , 4.00 , -3.00 , 42.00 , 16.86 , 0.00 , 601.00 , 39.61 , 140.00 , 1271.00 , 100.00 , 428.10 , 301.10 , 13.55 , 0.00 , 0.00 , 16.08 , 31.76 , 16.86 , 0.00 , 3954.00
32.55 , 0.00 , -1.56 , 0.78 , 31.00 , 748.25 , 4.00 , -3.00 , 42.00 , 16.86 , 0.00 , 601.00 , 41.18 , 140.00 , 1271.00 , 100.00 , 428.10 , 301.10 , 13.55 , 0.00 , 0.00 , 16.08 , 31.76 , 16.86 , 0.00 , 3954.00
32.55 , 0.00 , -1.56 , 0.78 , 31.00 , 748.25 , 4.00 , -3.00 , 42.00 , 16.86 , 0.00 , 601.00 , 41.18 , 140.00 , 1271.00 , 100.00 , 428.10 , 301.10 , 13.61 , 0.00 , 0.00 , 16.08 , 31.76 , 16.86 , 0.00 , 3954.00
30.59 , 0.00 , -1.56 , 2.34 , 30.00 , 797.50 , 3.00 , -3.00 , 42.00 , 16.86 , 0.00 , 601.00 , 41.18 , 140.00 , 1271.00 , 100.00 , 428.10 , 301.10 , 13.61 , 0.00 , 0.00 , 16.08 , 31.76 , 16.86 , 0.00 , 3954.00
30.59 , 0.00 , -1.56 , 2.34 , 30.00 , 797.50 , 3.00 , -3.00 , 42.00 , 16.86 , 0.00 , 602.00 , 41.18 , 140.00 , 1271.00 , 100.00 , 428.10 , 301.10 , 13.61 , 0.00 , 0.00 , 16.08 , 31.76 , 16.86 , 0.00 , 3954.00
30.59 , 0.00 , -1.56 , 2.34 , 30.00 , 797.50 , 3.00 , -3.00 , 42.00 , 16.86 , 0.00 , 602.00 , 41.96 , 140.00 , 1271.00 , 100.00 , 428.00 , 301.00 , 13.32 , 0.00 , 0.00 , 16.08 , 31.76 , 16.86 , 0.00 , 3954.00
30.59 , 0.00 , -1.56 , 2.34 , 30.00 , 797.50 , 3.00 , -3.00 , 42.00 , 16.86 , 0.00 , 602.00 , 41.96 , 140.00 , 1271.00 , 100.00 , 428.00 , 301.00 , 13.32 , 0.00 , 0.00 , 16.08 , 31.76 , 16.86 , 0.00 , 3954.00
29.80 , 0.00 , -1.56 , 2.34 , 29.00 , 792.75 , 3.00 , 0.00 , 42.00 , 16.86 , 0.00 , 602.00 , 41.96 , 140.00 , 1271.00 , 100.00 , 428.00 , 301.00 , 13.32 , 0.00 , 0.00 , 16.08 , 31.76 , 16.86 , 0.00 , 3954.00
29.80 , 0.00 , -1.56 , 2.34 , 29.00 , 792.75 , 3.00 , 0.00 , 42.00 , 16.86 , 0.00 , 604.00 , 43.14 , 140.00 , 1271.00 , 100.00 , 428.00 , 301.00 , 13.32 , 0.00 , 0.00 , 16.08 , 31.76 , 16.86 , 0.00 , 3954.00
29.80 , 0.00 , -1.56 , 2.34 , 29.00 , 792.75 , 3.00 , 0.00 , 42.00 , 16.86 , 0.00 , 604.00 , 43.14 , 140.00 , 1271.00 , 100.00 , 427.80 , 300.90 , 13.63 , 0.00 , 0.00 , 16.08 , 31.76 , 16.86 , 0.00 , 3954.00
