25.49 , 0.00 , 2.34 , -1.56 , 25.00 , 1371.00 , 10.00 , 21.00 , 40.00 , 18.43 , 0.00 , 508.00 , 48.24 , 140.00 , 1271.00 , 100.00 , 434.80 , 312.20 , 13.61 , 0.00 , 0.00 , 18.82 , 34.51 , 17.25 , 0.00 , 3952.00
25.49 , 0.00 , 2.34 , -1.56 , 25.00 , 1371.00 , 10.00 , 21.00 , 40.00 , 18.43 , 0.00 , 508.00 , 48.24 , 140.00 , 1271.00 , 100.00 , 434.80 , 312.20 , 13.61 , 0.00 , 0.00 , 18.82 , 34.51 , 17.25 , 0.00 , 3952.00
22.35 , 0.00 , -1.56 , 7.03 , 21.00 , 1283.50 , 10.00 , 13.00 , 40.00 , 17.65 , 0.00 , 508.00 , 48.24 , 140.00 , 1271.00 , 100.00 , 434.80 , 312.20 , 13.61 , 0.00 , 0.00 , 18.82 , 34.51 , 17.25 , 0.00 , 3952.00
22.35 , 0.00 , -1.56 , 7.03 , 21.00 , 1283.50 , 10.00 , 13.00 , 40.00 , 17.65 , 0.00 , 510.00 , 48.24 , 140.00 , 1271.00 , 100.00 , 434.80 , 312.20 , 13.61 , 0.00 , 0.00 , 18.82 , 34.51 , 17.25 , 0.00 , 3952.00
22.35 , 0.00 , -1.56 , 7.03 , 21.00 , 1283.50 , 10.00 , 13.00 , 40.00 , 17.65 , 0.00 , 510.00 , 50.98 , 140.00 , 1271.00 , 100.00 , 435.00 , 311.90 , 13.69 , 0.00 , 0.00 , 16.08 , 31.76 , 17.25 , 0.00 , 3952.00
22.35 , 0.00 , -1.56 , 7.03 , 21.00 , 1283.50 , 10.00 , 13.00 , 40.00 , 17.65 , 0.00 , 510.00 , 50.98 , 140.00 , 1271.00 , 100.00 , 435.00 , 311.90 , 13.69 , 0.00 , 0.00 , 16.08 , 31.76 , 17.25 , 0.00 , 3952.00
23.92 , 0.00 , -1.56 , 7.03 , 23.00 , 1107.75 , 9.00 , 12.00 , 40.00 , 17.25 , 0.00 , 510.00 , 50.98 , 140.00 , 1271.00 , 100.00 , 435.00 , 311.90 , 13.69 , 0.00 , 0.00 , 16.08 , 31.76 , 17.25 , 0.00 , 3952.00
23.92 , 0.00 , -1.56 , 7.03 , 23.00 , 1107.75 , 9.00 , 12.00 , 40.00 , 17.25 , 0.00 , 514.00 , 49.41 , 140.00 , 1271.00 , 100.00 , 435.00 , 311.90 , 13.69 , 0.00 , 0.00 , 16.08 , 31.76 , 17.25 , 0.00 , 3952.00
23.92 , 0.00 , -1.56 , 7.03 , 23.00 , 1107.75 , 9.00 , 12.00 , 40.00 , 17.25 , 0.00 , 514.00 , 49.41 , 140.00 , 1271.00 , 100.00 , 435.00 , 311.60 , 13.46 , 0.00 , 0.00 , 16.08 , 31.76 , 17.25 , 0.00 , 3952.00
26.67 , 0.00 , -1.56 , 6.25 , 23.00 , 1107.75 , 9.00 , 12.00 , 40.00 , 17.25 , 0.00 , 514.00 , 49.41 , 140.00 , 1271.00 , 100.00 , 435.00 , 311.60 , 13.46 , 0.00 , 0.00 , 16.08 , 31.76 , 17.25 , 0.00 , 3952.00
26.67 , 0.00 , -1.56 , 6.25 , 27.00 , 995.25 , 8.00 , 5.00 , 40.00 , 17.25 , 0.00 , 515.00 , 49.41 , 140.00 , 1271.00 , 100.00 , 435.00 , 311.60 , 13.46 , 0.00 , 0.00 , 16.08 , 31.76 , 17.25 , 0.00 , 3952.00
26.67 , 0.00 , -1.56 , 6.25 , 27.00 , 995.25 , 8.00 , 5.00 , 40.00 , 17.25 , 0.00 , 515.00 , 49.41 , 140.00 , 1271.00 , 100.00 , 434.70 , 311.30 , 13.46 , 0.00 , 0.00 , 16.08 , 31.76 , 17.25 , 0.00 , 3952.00
26.67 , 0.00 , -1.56 , 6.25 , 27.00 , 995.25 , 8.00 , 5.00 , 40.00 , 17.25 , 0.00 , 515.00 , 49.41 , 140.00 , 1271.00 , 100.00 , 434.70 , 311.30 , 13.52 , 0.00 , 0.00 , 16.08 , 31.76 , 17.25 , 0.00 , 3952.00
27.45 , 0.00 , -1.56 , 4.69 , 28.00 , 947.50 , 4.00 , 4.00 , 40.00 , 17.25 , 0.00 , 515.00 , 49.41 , 140.00 , 1271.00 , 100.00 , 434.70 , 311.30 , 13.52 , 0.00 , 0.00 , 16.08 , 31.76 , 17.25 , 0.00 , 3952.00
27.45 , 0.00 , -1.56 , 4.69 , 28.00 , 947.50 , 4.00 , 4.00 , 40.00 , 17.25 , 0.00 , 517.00 , 49.41 , 140.00 , 1271.00 , 100.00 , 434.70 , 311.30 , 13.52 , 0.00 , 0.00 , 16.08 , 31.76 , 17.25 , 0.00 , 3952.00
27.45 , 0.00 , -1.56 , 4.69 , 28.00 , 947.50 , 4.00 , 4.00 , 40.00 , 17.25 , 0.00 , 517.00 , 49.41 , 140.00 , 1271.00 , 100.00 , 434.40 , 311.00 , 13.69 , 0.00 , 0.00 , 16.08 , 31.76 , 17.25 , 0.00 , 3952.00
27.45 , 0.00 , -1.56 , 4.69 , 28.00 , 947.50 , 4.00 , 4.00 , 40.00 , 17.25 , 0.00 , 517.00 , 49.41 , 140.00 , 1271.00 , 100.00 , 434.40 , 311.00 , 13.69 , 0.00 , 0.00 , 16.08 , 31.76 , 17.25 , 0.00 , 3952.00
27.84 , 0.00 , -1.56 , 2.34 , 27.00 , 927.25 , 3.00 , 2.00 , 40.00 , 17.25 , 0.00 , 517.00 , 49.41 , 140.00 , 1271.00 , 100.00 , 434.40 , 311.00 , 13.69 , 0.00 , 0.00 , 16.08 , 31.76 , 17.25 , 0.00 , 3952.00
27.84 , 0.00 , -1.56 , 2.34 , 27.00 , 927.25 , 3.00 , 2.00 , 40.00 , 17.25 , 0.00 , 519.00 , 44.31 , 140.00 , 1271.00 , 100.00 , 434.40 , 311.00 , 13.69 , 0.00 , 0.00 , 16.08 , 31.76 , 17.25 , 0.00 , 3952.00
27.84 , 0.00 , -1.56 , 2.34 , 27.00 , 927.25 , 3.00 , 2.00 , 40.00 , 17.25 , 0.00 , 519.00 , 44.31 , 140.00 , 1271.00 , 100.00 , 434.30 , 310.70 , 13.48 , 0.00 , 0.00 , 16.08 , 31.76 , 17.25 , 0.00 , 3952.00
27.84 , 0.00 , -1.56 , 2.34 , 27.00 , 927.25 , 3.00 , 2.00 , 40.00 , 17.25 , 0.00 , 519.00 , 44.31 , 140.00 , 1271.00 , 100.00 , 434.30 , 310.70 , 13.48 , 0.00 , 0.00 , 16.08 , 31.76 , 17.25 , 0.00 , 3952.00
28.24 , 0.00 , -1.56 , 3.12 , 29.00 , 917.00 , 0.00 , 2.00 , 40.00 , 17.25 , 0.00 , 519.00 , 44.31 , 140.00 , 1271.00 , 100.00 , 434.30 , 310.70 , 13.48 , 0.00 , 0.00 , 16.08 , 31.76 , 17.25 , 0.00 , 3952.00
28.24 , 0.00 , -1.56 , 3.12 , 29.00 , 917.00 , 0.00 , 2.00 , 40.00 , 17.25 , 0.00 , 521.00 , 40.78 , 140.00 , 1271.00 , 100.00 , 434.30 , 310.70 , 13.48 , 0.00 , 0.00 , 16.08 , 31.76 , 17.25 , 0.00 , 3952.00

